IDX,상호명,상권업종중분류명,시군구명,행정동명,도로명주소,경도,위도
1,허브영양다이어트,건강/미용식품,시흥시,정왕4동,경기도 시흥시 함송로14번길 5-10,126.7299876,37.36306859
2,구이오삼호프마을,유흥주점,시흥시,정왕1동,경기도 시흥시 정왕시장길 9,126.7455569,37.3425916
3,파티유흥주점,유흥주점,시흥시,신천동,경기도 시흥시 호현로22번길 9-1,126.7856157,37.44162072
4,맛짱,한식,시흥시,정왕3동,경기도 시흥시 옥구상가3길 23-11,126.7222634,37.35324503
5,파란집슈퍼,종합소매점,시흥시,과림동,경기도 시흥시 금오로238번길 10,126.8375588,37.4244464
6,브람스,커피점/카페,시흥시,정왕1동,경기도 시흥시 경기과기대로 269,126.7364114,37.33879994
7,청구공인중개사,부동산중개,시흥시,정왕3동,경기도 시흥시 옥구천서로373번길 8-1,126.7268611,37.35569141
8,스마일정보시스템,사무/문구/컴퓨터,시흥시,정왕2동,경기도 시흥시 정왕대로117번길 9,126.7286934,37.35413428
9,바이크월드,자동차/이륜차,시흥시,정왕3동,경기도 시흥시 정왕대로 64,126.7235107,37.35424065
10,역전공인중개사사무소,부동산중개,시흥시,정왕4동,경기도 시흥시 함송로29번길 54,126.735326,37.36448638
11,진경A.D,광고/인쇄,시흥시,목감동,경기도 시흥시 피울길 75,126.8386297,37.36824907
12,하나유통,종합소매점,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 8,126.7269901,37.35808058
13,코인,의복의류,시흥시,군자동,경기도 시흥시 도일로 127,126.7839839,37.34192961
14,대한공인중개사사무소,부동산중개,시흥시,장곡동,경기도 시흥시 진말로 10,126.7858182,37.37799071
15,신기한영어나라,학문교육기타,시흥시,정왕2동,경기도 시흥시 중심상가로 149,126.7326654,37.3468153
16,수영학원,학원-보습교습입시,시흥시,연성동,경기도 시흥시 상직길 9,126.8129464,37.38970953
17,반석설비,주택수리,시흥시,능곡동,경기도 시흥시 승지로 78,126.8118172,37.3711004
18,정진유통,자동차/자동차용품,시흥시,연성동,경기도 시흥시 시청로68번길 30,126.8022269,37.38206862
19,아미가모텔,모텔/여관/여인숙,시흥시,정왕1동,경기도 시흥시 평안상가4길 16-3,126.7491623,37.33751178
20,동양우레탄,가정/주방/인테리어,시흥시,정왕1동,경기도 시흥시 경기과기대로 36,126.7204436,37.32080544
21,동부엔지니어링,주택수리,시흥시,신현동,경기도 시흥시 신촌2길 5-1,126.7684522,37.40356315
22,영일산업,세탁/가사서비스,시흥시,연성동,경기도 시흥시 하중로133번길 8,126.800981,37.39861735
23,참조은음악학원,학원기타,시흥시,월곶동,경기도 시흥시 월곶해안로 87,126.7356547,37.39063835
24,드림모바일,기타판매업,시흥시,정왕1동,경기도 시흥시 중심상가로 185,126.7358932,37.34480444
25,밀라노,일식/수산물,시흥시,정왕1동,경기도 시흥시 중심상가로 197,126.7370333,37.3441138
26,태희정보통신,사진/광학/정밀기기소매,시흥시,군자동,경기도 시흥시 도일로 111,126.7836243,37.34043916
27,아놀드바시니,의복의류,시흥시,정왕1동,경기도 시흥시 마유로238번길 26,126.7306647,37.3376121
28,삼미기원,학원-예능취미체육,시흥시,신천동,경기도 시흥시 삼미시장3길 8,126.7844155,37.43967113
29,에덴,선물/팬시/기념품,시흥시,정왕본동,경기도 시흥시 역전로 260,126.7437273,37.35079882
30,원더우먼,의복의류,시흥시,정왕본동,경기도 시흥시 마유로423번길 20,126.7390457,37.35335305
31,터널노래광장,유흥주점,시흥시,정왕1동,경기도 시흥시 중심상가4길 26,126.7370034,37.34320341
32,피씨방,PC/오락/당구/볼링등,시흥시,정왕1동,경기도 시흥시 정왕천로369번길 3-3,126.7486385,37.34119156
33,대림뱅크,부동산중개,시흥시,정왕4동,경기도 시흥시 함송로29번길 51,126.7356575,37.36491342
34,대정시스템,사무/문구/컴퓨터,시흥시,신천동,경기도 시흥시 호현로 39,126.7850153,37.44380408
35,크리스티안,의복의류,시흥시,정왕1동,경기도 시흥시 정왕대로 210,126.7368562,37.34593204
36,빨강마트,종합소매점,시흥시,정왕본동,경기도 시흥시 군서로46번길 17,126.7481881,37.3472509
37,비즈,한식,시흥시,정왕본동,경기도 시흥시 정왕천로411번길 37,126.7484978,37.34627203
38,노가리&비어,유흥주점,시흥시,정왕본동,경기도 시흥시 마유로418번길 18,126.7429192,37.35120472
39,소금창고,한식,시흥시,신천동,경기도 시흥시 호현로22번길 1-6,126.7852944,37.44192377
40,세시봉,유흥주점,시흥시,군자동,경기도 시흥시 한우물로 1,126.7847946,37.34274889
41,태가브이테크,사무/문구/컴퓨터,시흥시,정왕1동,경기도 시흥시 마유로118번길 33,126.7235913,37.32881379
42,영우공조,가전제품소매,시흥시,매화동,경기도 시흥시 매화로94번길 29,126.8122944,37.41098585
43,도움드리는공인중개사,부동산중개,시흥시,정왕1동,경기도 시흥시 정왕천로355번길 30-1,126.7455307,37.34213179
44,영광인쇄기획,광고/인쇄,시흥시,신천동,경기도 시흥시 시흥대로1065번길 4,126.7923393,37.4310843
45,아리아스꽃집,선물/팬시/기념품,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 7,126.7265736,37.35934658
46,티에스티리미티드,기타판매업,시흥시,과림동,경기도 시흥시 가재골1길 48,126.8261022,37.45847389
47,바다이벤트,행사/이벤트,시흥시,신현동,경기도 시흥시 황골안길 31,126.7781153,37.42613554
48,대한산업개발,부동산중개,시흥시,연성동,경기도 시흥시 새재로7번길 6-1,126.801173,37.38088657
49,맛사랑푸드,한식,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 8,126.7269901,37.35808058
50,신샘스터디,학원-보습교습입시,시흥시,연성동,경기도 시흥시 시청로68번길 3,126.8000462,37.38073998
51,브렌트우드,의복의류,시흥시,정왕1동,경기도 시흥시 정왕대로 210,126.7368562,37.34593204
52,피씨텍,PC/오락/당구/볼링등,시흥시,정왕4동,경기도 시흥시 함송로13번길 28,126.7320735,37.36455968
53,푸르지오은행어린이집,유아교육,시흥시,정왕4동,경기도 시흥시 함송로 63,126.7341342,37.36150917
54,박진헤어크리닉,이/미용/건강,시흥시,연성동,경기도 시흥시 하중로 207,126.8054708,37.39325648
55,로또복권,기타판매업,시흥시,월곶동,경기도 시흥시 월곶중앙로 48,126.7400485,37.38855877
56,홈플러스익스프레스능곡점아띠제,종합소매점,시흥시,능곡동,경기도 시흥시 능곡로 182,126.810846,37.36825231
57,행복한맛집,한식,시흥시,과림동,경기도 시흥시 금오로 496-1,126.8318819,37.44587145
58,아나고구이전문점,한식,시흥시,정왕2동,경기도 시흥시 중심상가로 151,126.7329056,37.34662865
59,해피라이팅,한식,시흥시,대야동,경기도 시흥시 계수로229번길 27,126.8207807,37.45400578
60,롯데마트시화점LG화장품,종합소매점,시흥시,정왕1동,경기도 시흥시 마유로238번길 26,126.7306647,37.3376121
61,카페오렌스,커피점/카페,시흥시,능곡동,경기도 시흥시 승지로60번길 32,126.8115087,37.36846621
62,대가떡집,제과제빵떡케익,시흥시,군자동,경기도 시흥시 도일로135번길 6,126.7843548,37.34272635
63,갯마을,일식/수산물,시흥시,정왕3동,경기도 시흥시 오이도로 179,126.6878009,37.34497454
64,모닝클럽,건강/미용식품,시흥시,정왕3동,경기도 시흥시 정왕대로 64,126.7235107,37.35424065
65,딱한잔횟집,일식/수산물,시흥시,신천동,경기도 시흥시 호현로22번길 21,126.7864517,37.4409355
66,소판돈가요광장,무도/유흥/가무,시흥시,정왕3동,경기도 시흥시 옥구상가3길 7-1,126.7243429,37.35308727
67,에바다참치,일식/수산물,시흥시,정왕4동,경기도 시흥시 함송로 36,126.7313268,37.36265046
68,카멜레온가요광장,유흥주점,시흥시,정왕2동,경기도 시흥시 서촌상가4길 16-8,126.7324188,37.34604676
69,장미와연꽃호프,유흥주점,시흥시,대야동,경기도 시흥시 뱀내장터로 11,126.7860227,37.44230969
70,빨간떡볶이,분식,시흥시,능곡동,경기도 시흥시 승지로 75,126.810558,37.37076336
71,스시로이,일식/수산물,시흥시,정왕4동,경기도 시흥시 함송로 24,126.7303691,37.36320784
72,참나무숯불바베큐,양식,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 37,126.7285993,37.36105334
73,해남팥손칼국수,분식,시흥시,정왕2동,경기도 시흥시 서촌상가2길 16,126.7331179,37.34675707
74,하와이얀숯불바베큐,양식,시흥시,군자동,경기도 시흥시 군자로 514,126.784815,37.3442809
75,소문난2허브다이어트클럽,건강/미용식품,시흥시,정왕1동,경기도 시흥시 정왕대로266번길 6,126.7413946,37.34314209
76,59피자,패스트푸드,시흥시,정왕2동,경기도 시흥시 옥구천동로 402,126.7302185,37.35673668
77,아리오돌뼈신닭발,닭/오리요리,시흥시,연성동,경기도 시흥시 새재로 11,126.8018198,37.38068588
78,약초사랑건강원,건강/미용식품,시흥시,정왕4동,경기도 시흥시 옥구천동로 449,126.7330802,37.36041662
79,벨라지오호텔레스토랑,호텔/콘도,시흥시,연성동,경기도 시흥시 연성로13번길 4,126.8053903,37.39049844
80,제일병원장례식장식당,한식,시흥시,신천동,경기도 시흥시 호현로10번길 7-1,126.7843536,37.4414005
81,왕과비,유흥주점,시흥시,신천동,경기도 시흥시 호현로9번길 8-14,126.7836518,37.44216818
82,속초동태탕찜전문,일식/수산물,시흥시,정왕3동,경기도 시흥시 오이도중앙로 78,126.6882565,37.34149253
83,약암행복식당,분식,시흥시,정왕2동,경기도 시흥시 서촌상가2길 10,126.7335609,37.34725739
84,오대산건강원,건강/미용식품,시흥시,정왕1동,경기도 시흥시 정왕천로355번길 50,126.7437747,37.34321244
85,황진이가요크럽,유흥주점,시흥시,신천동,경기도 시흥시 뱀내장터로 12,126.7858565,37.44210074
86,온세사우나식당,대중목욕탕/휴게,시흥시,대야동,경기도 시흥시 비둘기공원4길 9,126.7900288,37.44335994
87,허브다이어트체험관,건강/미용식품,시흥시,군자동,경기도 시흥시 도일로 111,126.7836243,37.34043916
88,마라도회,일식/수산물,시흥시,월곶동,경기도 시흥시 월곶해안로 169,126.7385162,37.38835322
89,금두꺼비포차,유흥주점,시흥시,월곶동,경기도 시흥시 월곶중앙로 90,126.7357292,37.39023367
90,신김밥천국,분식,시흥시,정왕본동,경기도 시흥시 정왕천로411번길 47,126.7475512,37.34686572
91,다모아분식,분식,시흥시,군자동,경기도 시흥시 군자로492번길 12,126.783061,37.34597488
92,정동진,일식/수산물,시흥시,정왕3동,경기도 시흥시 오이도로 151-1,126.6886082,37.34722711
93,스마일호프,유흥주점,시흥시,신현동,경기도 시흥시 신현로38번길 15,126.7841786,37.40680751
94,광장호프치킨,유흥주점,시흥시,신현동,경기도 시흥시 신현로14번길 12,126.7875015,37.40807607
95,바위섬회타운,일식/수산물,시흥시,월곶동,경기도 시흥시 월곶해안로 165,126.7382095,37.38845807
96,백송식당,한식,시흥시,군자동,경기도 시흥시 군자로533번길 3,126.7861268,37.34342034
97,평양찹쌀야채순대,별식/퓨전요리,시흥시,정왕1동,경기도 시흥시 중심상가4길 10,126.738235,37.34446902
98,데이지천연비누,한식,시흥시,정왕본동,경기도 시흥시 군서로54번길 3-1,126.7465136,37.34681868
99,중앙마트,종합소매점,시흥시,목감동,경기도 시흥시 동서로 1042,126.858469,37.38217438
100,스낵스,분식,시흥시,정왕2동,경기도 시흥시 중심상가로 72,126.7260354,37.34911385
101,반찬이좋아,음/식료품소매,시흥시,정왕4동,경기도 시흥시 함송로13번길 27,126.7320983,37.36510058
102,구일연탄구이,분식,시흥시,정왕본동,경기도 시흥시 군서마을로 76-1,126.744165,37.34755967
103,이서방양념치킨,닭/오리요리,시흥시,목감동,경기도 시흥시 논곡길 11,126.854971,37.39389036
104,베르사체호프,유흥주점,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 61,126.730253,37.36272904
105,홍반장신의주찹쌀순대와감자탕,분식,시흥시,정왕1동,경기도 시흥시 정왕대로 210,126.7368562,37.34593204
106,베누스에스테틱,이/미용/건강,시흥시,정왕4동,경기도 시흥시 함송로 15,126.7302763,37.3640268
107,정진사업자,철물/난방/건설자재소매,시흥시,과림동,경기도 시흥시 범안로 507-1,126.8294948,37.44240583
108,동천기업,광고/인쇄,시흥시,과림동,경기도 시흥시 금오로327번길 16,126.8352112,37.43158664
109,하나오토바이,자동차/이륜차,시흥시,과림동,경기도 시흥시 금오로 278,126.8366288,37.42832979
110,황금공인중개사사무소,부동산중개,시흥시,과림동,경기도 시흥시 금오로 490,126.8313896,37.44555122
111,정왕얼음,음/식료품소매,시흥시,능곡동,경기도 시흥시 승지로 89,126.8105088,37.37173601
112,대한인력,인력/고용/용역알선,시흥시,정왕본동,경기도 시흥시 오동마을로 9,126.7429221,37.35306092
113,대성쎌틱,주택수리,시흥시,연성동,경기도 시흥시 하상로8번길 2,126.8127156,37.39145526
114,용산컴퓨터,개인/가정용품수리,시흥시,능곡동,경기도 시흥시 승지로 78,126.8118172,37.3711004
115,LG웰빙도어,철물/난방/건설자재소매,시흥시,신현동,경기도 시흥시 새우개3길 16,126.7742048,37.40334361
116,월드매트,가정/주방/인테리어,시흥시,매화동,경기도 시흥시 도두머리길 8,126.8144498,37.40969195
117,센스빌공인중개사,부동산중개,시흥시,정왕4동,경기도 시흥시 함송로 35,126.7316766,37.36333
118,금등공인중개사,부동산중개,시흥시,정왕1동,경기도 시흥시 중심상가3길 23,126.7360647,37.34399533
119,가나안공인중개사사무소,부동산중개,시흥시,정왕2동,경기도 시흥시 정왕대로143번길 32,126.7342756,37.3510765
120,신명산업개발,평가/개발/관리,시흥시,연성동,경기도 시흥시 하중로221번길 8-2,126.8065413,37.39197878
121,보아스공인중개사,부동산중개,시흥시,정왕본동,경기도 시흥시 마유로 400-20,126.7422668,37.35039584
122,오성철물점,철물/난방/건설자재소매,시흥시,신천동,경기도 시흥시 신흥마을1길 20,126.7783759,37.43790589
123,드뷔시피아노교습소,학원-음악미술무용,시흥시,정왕2동,경기도 시흥시 중심상가로 106,126.7289221,37.34860427
124,알스팩,자동차/이륜차,시흥시,월곶동,경기도 시흥시 동서로 181,126.7668846,37.38273256
125,하나수조상사,취미/오락관련소매,시흥시,정왕3동,경기도 시흥시 오이도중앙로6번길 5-13,126.6897337,37.34675302
126,공단인력직업소개소,인력/고용/용역알선,시흥시,정왕1동,경기도 시흥시 봉우재로7번길 2,126.7423834,37.34408069
127,오마이컴수리,개인/가정용품수리,시흥시,능곡동,경기도 시흥시 승지로 89,126.8105088,37.37173601
128,길선교원,유아교육,시흥시,정왕1동,경기도 시흥시 정왕천로369번길 5,126.7484958,37.34163157
129,야우리공인중개사,부동산중개,시흥시,신천동,경기도 시흥시 신천천서로 10,126.7852776,37.43946375
130,서울열쇠,철물/난방/건설자재소매,시흥시,신천동,경기도 시흥시 수인로3409번길 40,126.7796787,37.4383969
131,화이트홈,가정/주방/인테리어,시흥시,정왕3동,경기도 시흥시 옥구천서로373번길 8,126.7268611,37.35569141
132,가야금퓨리스샘물,음/식료품소매,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 8,126.7269901,37.35808058
133,대우냉난방,철물/난방/건설자재소매,시흥시,군자동,경기도 시흥시 군자로 471-1,126.783135,37.34767864
134,합기도세심관,학원-예능취미체육,시흥시,군자동,경기도 시흥시 군자로477번안길 11,126.7828339,37.3481531
135,엘케이테크,인력/고용/용역알선,시흥시,정왕1동,경기도 시흥시 정왕천로385번길 4,126.7500678,37.34279253
136,한솔공인중개사사무소,부동산중개,시흥시,정왕3동,경기도 시흥시 옥구천서로373번길 43,126.7232536,37.35742759
137,씨엔케이,자동차/자동차용품,시흥시,정왕1동,경기도 시흥시 정왕천로 89,126.7292976,37.32163072
138,시흥그릇도매,가정/주방/인테리어,시흥시,신천동,경기도 시흥시 수인로 3384,126.7831077,37.4415769
139,민영자동차유리,자동차/자동차용품,시흥시,정왕1동,경기도 시흥시 큰솔로8번길 19,126.7531134,37.33742735
140,댑코리아,의복의류,시흥시,연성동,경기도 시흥시 관곡지로40번길 22,126.8005547,37.39914465
141,평화장묘개발,장례/묘지,시흥시,연성동,경기도 시흥시 하중로 98-1,126.7974522,37.40034758
142,신성공사,철물/난방/건설자재소매,시흥시,매화동,경기도 시흥시 금이진말길 3,126.8279317,37.388994
143,황금부동산장터공인중개사사무소,부동산중개,시흥시,정왕본동,경기도 시흥시 정왕천로411번길 25,126.7495581,37.34562547
144,SK네트웍스시화산업주유소,일식/수산물,시흥시,정왕2동,경기도 시흥시 공단1대로 195,126.7244564,37.33904108
145,십자수향기,가정/주방/인테리어,시흥시,정왕본동,경기도 시흥시 군서로46번길 4,126.7475511,37.34618992
146,BYC,의복의류,시흥시,정왕본동,경기도 시흥시 정왕시장길 62,126.7493253,37.34605552
147,형제설비,개인/가정용품수리,시흥시,정왕1동,경기도 시흥시 정왕천로355번길 20,126.7464657,37.34155601
148,그린열쇠보수,철물/난방/건설자재소매,시흥시,정왕2동,경기도 시흥시 중심상가로 145,126.7324723,37.34689432
149,성광유리,페인트/유리제품소매,시흥시,대야동,경기도 시흥시 범안로390번길 3-1,126.8195339,37.44847893
150,진보유통,종합소매점,시흥시,군자동,경기도 시흥시 도일로 133,126.784194,37.34220208
151,그린광고기획,광고/인쇄,시흥시,신현동,경기도 시흥시 신현로38번길 23,126.7841786,37.40680751
152,한일정수기,가정/주방/인테리어,시흥시,능곡동,경기도 시흥시 시흥대로 219,126.8055509,37.36044084
153,귀뚜라미보일러,철물/난방/건설자재소매,시흥시,정왕본동,경기도 시흥시 오동마을로 19,126.7437849,37.35276373
154,행복공인중개사사무소,부동산중개,시흥시,대야동,경기도 시흥시 복지로120번길 8,126.7933753,37.44889954
155,무지개피아노학원,학원-음악미술무용,시흥시,매화동,경기도 시흥시 매화1로 3,126.8147406,37.41560576
156,거평공인중개사사무소,부동산중개,시흥시,정왕1동,경기도 시흥시 중심상가로 224,126.7383911,37.34256045
157,미성하이테크,철물/난방/건설자재소매,시흥시,매화동,경기도 시흥시 수인로2793번길 9,126.8246091,37.40651356
158,재활용센타,중고품소매/교환,시흥시,정왕2동,경기도 시흥시 정왕대로117번길 9,126.7286934,37.35413428
159,느티나무사진찍는집,사진,시흥시,정왕3동,경기도 시흥시 중심상가로 49,126.7238142,37.35231567
160,태양공인중개사사무소,부동산중개,시흥시,정왕본동,경기도 시흥시 마유로418번길 24,126.7434974,37.35104867
161,에이스카,자동차/이륜차,시흥시,신천동,경기도 시흥시 수인로3325번길 6,126.7885927,37.43850662
162,119공인중개사사무소,부동산중개,시흥시,대야동,경기도 시흥시 대골안길 57-2,126.7876604,37.44446198
163,대명공인중개사,부동산중개,시흥시,정왕본동,경기도 시흥시 오동마을로 31,126.7450894,37.3523721
164,금바위우편취급국,운송/배달/택배,시흥시,신천동,경기도 시흥시 시흥대로 1074,126.7930092,37.43158672
165,동양알미늄,주택수리,시흥시,신천동,경기도 시흥시 수인로3465번길 57,126.7760795,37.43875614
166,토담푸드,음/식료품소매,시흥시,과림동,경기도 시흥시 금오로190번길 35,126.8403883,37.42192421
167,부광철물수도,주택수리,시흥시,정왕1동,경기도 시흥시 중심상가로 199,126.7372271,37.34399873
168,능곡손맛터,놀이/여가/취미,시흥시,능곡동,경기도 시흥시 시흥대로268번길 50-28,126.8109648,37.3614415
169,주원공인중개사사무소조명순,부동산중개,시흥시,정왕1동,경기도 시흥시 중심상가로 285,126.7444567,37.33953436
170,대야동주유소,주유소/충전소,시흥시,대야동,경기도 시흥시 복지로 68,126.7903845,37.44512963
171,열린마트,종합소매점,시흥시,능곡동,경기도 시흥시 능곡로 133,126.8143332,37.36689969
172,중앙공인중개사사무소,부동산중개,시흥시,정왕2동,경기도 시흥시 역전로 353,126.7355403,37.35642426
173,리치공인중개사,부동산중개,시흥시,정왕본동,경기도 시흥시 마유로418번길 10,126.7418438,37.35139152
174,잠자리이불,가정/주방/인테리어,시흥시,군자동,경기도 시흥시 군자로 526,126.7851688,37.34333842
175,대림공인중개사,부동산중개,시흥시,정왕2동,경기도 시흥시 정왕대로118번길 34,126.7260354,37.34911385
176,등용공인중개사,부동산중개,시흥시,대야동,경기도 시흥시 호현로 42-6,126.7853504,37.44405081
177,시화중앙,자동차/자동차용품,시흥시,정왕2동,경기도 시흥시 경제로 125,126.7107873,37.33525265
178,대성종합건재상사,철물/난방/건설자재소매,시흥시,능곡동,경기도 시흥시 시흥대로 257,126.8061067,37.36383443
179,부동산뉴스공인중개사사무소,부동산중개,시흥시,신현동,경기도 시흥시 신현로14번길 1,126.7874261,37.40785004
180,일진화장품,화장품소매,시흥시,정왕3동,경기도 시흥시 공단1대로 86,126.7136253,37.34418594
181,천사어린이집,유아교육,시흥시,정왕본동,경기도 시흥시 역전로302번길 8-1,126.7399764,37.35237181
182,윤선생영어숲학원시흥함송,학원-어학,시흥시,정왕4동,경기도 시흥시 함송로 21,126.730687,37.36376991
183,대동부동산랜드,부동산중개,시흥시,정왕4동,경기도 시흥시 함송로29번길 37,126.7337861,37.36543403
184,예하어린이집,유아교육,시흥시,정왕1동,경기도 시흥시 정왕대로266번길 6,126.7413946,37.34314209
185,주공김태면공인중개사사무소,부동산중개,시흥시,정왕2동,경기도 시흥시 옥구천동로374번길 68,126.7340202,37.35082147
186,출장스팀세차,자동차/이륜차,시흥시,정왕2동,경기도 시흥시 정왕대로117번길 9,126.7286934,37.35413428
187,동신재활용,중고품소매/교환,시흥시,대야동,경기도 시흥시 범안로305번길 9,126.8171326,37.45599667
188,광진테크,광고/인쇄,시흥시,과림동,경기도 시흥시 금오로462번길 27,126.8337975,37.44405223
189,임과산판소리국악학원,학원-음악미술무용,시흥시,과림동,경기도 시흥시 범안로 462,126.8250214,37.44446989
190,나성피브이씨상사,철물/난방/건설자재소매,시흥시,과림동,경기도 시흥시 금오로368번길 6,126.8338778,37.43523176
191,영광인테리어,가정/주방/인테리어,시흥시,대야동,경기도 시흥시 서해안로 1639-4,126.7898055,37.45020559
192,최고공인중개사사무소윤두진,부동산중개,시흥시,신현동,경기도 시흥시 신현로30번길 3,126.7861984,37.40693639
193,진영도장,주택수리,시흥시,정왕1동,경기도 시흥시 정왕천로355번길 22,126.7462605,37.34167999
194,변사또열쇠,철물/난방/건설자재소매,시흥시,정왕3동,경기도 시흥시 정왕대로 64,126.7235107,37.35424065
195,거평샘물,음/식료품소매,시흥시,정왕2동,경기도 시흥시 중심상가로 125,126.7309298,37.34935568
196,삼우보일러,철물/난방/건설자재소매,시흥시,과림동,경기도 시흥시 금오로 517-13,126.8313005,37.44764978
197,시흥공인중개사사무소,부동산중개,시흥시,과림동,경기도 시흥시 금오로 481,126.830537,37.44514632
198,청룡공인중개사,부동산중개,시흥시,과림동,경기도 시흥시 부라위길 1,126.8335605,37.43602155
199,천하통일부동산,부동산중개,시흥시,장곡동,경기도 시흥시 섬말길 11,126.78686,37.38411054
200,시흥2공단주유소,주유소/충전소,시흥시,정왕2동,경기도 시흥시 경제로 117,126.7102176,37.33557082
201,동현종합철물,철물/난방/건설자재소매,시흥시,대야동,경기도 시흥시 복지로 63,126.7898879,37.44508851
202,센추리공인중개사사무소,부동산중개,시흥시,정왕2동,경기도 시흥시 정왕신길로139번길 4,126.7346004,37.3532425
203,정왕이승신무용학원,학원-음악미술무용,시흥시,정왕3동,경기도 시흥시 옥구상가1길 15-1,126.7220316,37.35360295
204,행운공인중개사사무소,부동산중개,시흥시,월곶동,경기도 시흥시 월곶중앙로30번길 4,126.7423894,37.38768265
205,레뷰가운,의복의류,시흥시,목감동,경기도 시흥시 박달로 31,126.8585293,37.40053853
206,애드썬,행사/이벤트,시흥시,정왕3동,경기도 시흥시 옥구상가3길 25,126.7225978,37.35415871
207,피앤에스시스템,일식/수산물,시흥시,정왕2동,경기도 시흥시 공단1대로 152,126.719767,37.34072945
208,안산선부동이팩스대리점,가정/주방/인테리어,시흥시,신현동,경기도 시흥시 밤뒤길 85,126.7851063,37.42559489
209,삼성공인중개사사무소,부동산중개,시흥시,매화동,경기도 시흥시 매화로 153,126.8188626,37.40921351
210,FA렌트카,물품기기대여,시흥시,능곡동,경기도 시흥시 승지로 89,126.8105088,37.37173601
211,오케이노래방,무도/유흥/가무,시흥시,연성동,경기도 시흥시 연성로13번길 3,126.8047476,37.39043789
212,주연테크컴퓨터,사무/문구/컴퓨터,시흥시,신천동,경기도 시흥시 호현로 39,126.7850153,37.44380408
213,아인건축디자인,가정/주방/인테리어,시흥시,능곡동,경기도 시흥시 승지로60번길 12,126.8116393,37.36877388
214,비제바노,가방/신발/액세서리,시흥시,정왕본동,경기도 시흥시 군서마을로 30,126.7484415,37.34490183
215,아주지물,가정/주방/인테리어,시흥시,군자동,경기도 시흥시 한우물로 41,126.7832462,37.34638226
216,중고가전백화점,중고품소매/교환,시흥시,정왕2동,경기도 시흥시 정왕대로117번길 9,126.7286934,37.35413428
217,이지라커,개인서비스,시흥시,능곡동,경기도 시흥시 능곡로 120,126.8166188,37.36585032
218,한샘학원,학원-보습교습입시,시흥시,연성동,경기도 시흥시 하중로136번길 21,126.7983676,37.39889718
219,낚시물류,운동/경기용품소매,시흥시,월곶동,경기도 시흥시 군자로 108,126.7651765,37.37465933
220,현대모터스,자동차/자동차용품,시흥시,은행동,경기도 시흥시 은행로 47,126.7946583,37.43655029
221,한국미싱,기타판매업,시흥시,신천동,경기도 시흥시 호현로 33-1,126.7850209,37.44346174
222,레드페이스,운동/경기용품소매,시흥시,정왕1동,경기도 시흥시 정왕대로 210,126.7368562,37.34593204
223,지에스시유통,일식/수산물,시흥시,목감동,경기도 시흥시 방화고개길 33,126.8609101,37.36635727
224,파티파티,유흥주점,시흥시,정왕2동,경기도 시흥시 중심상가로 161,126.7338972,37.34605358
225,이수합동공인중개사,부동산중개,시흥시,정왕1동,경기도 시흥시 큰솔로 31,126.7518103,37.3404772
226,꿈쟁이어린이집,유아교육,시흥시,정왕4동,경기도 시흥시 옥구천동로 399,126.7293947,37.35672783
227,스타일헤어,이/미용/건강,시흥시,정왕3동,경기도 시흥시 옥구상가1길 37,126.720795,37.3519767
228,비룡수타,중식,시흥시,정왕2동,경기도 시흥시 정왕대로 178,126.7339581,37.34780228
229,신라가요주점,유흥주점,시흥시,정왕2동,경기도 시흥시 서촌상가3길 15-6,126.7329845,37.34730528
230,홍대앞헤어클럽,이/미용/건강,시흥시,정왕4동,경기도 시흥시 정왕신길로49번길 19,126.7273022,37.35965177
231,씨티LA체형다이어트,건강/미용식품,시흥시,능곡동,경기도 시흥시 승지로 88,126.8112766,37.37244655
232,썬웨이유흥주점,무도/유흥/가무,시흥시,정왕1동,경기도 시흥시 중심상가3길 9,126.7371854,37.34514262
233,마벨헤어,이/미용/건강,시흥시,능곡동,경기도 시흥시 능곡로 188,126.8103585,37.36838256
234,여우네맛집,한식,시흥시,정왕2동,경기도 시흥시 역전로313번길 8,126.7371968,37.35254941
235,삼성세탁,세탁/가사서비스,시흥시,정왕2동,경기도 시흥시 정왕신길로139번길 5,126.734397,37.35392513
236,여명7080단란주점,유흥주점,시흥시,신천동,경기도 시흥시 호현로22번길 18,126.7858978,37.44094783
237,미앤미헤어샵,이/미용/건강,시흥시,신천동,경기도 시흥시 수인로3381번길 21-1,126.782614,37.43926514
238,오대산건강원,건강/미용식품,시흥시,정왕4동,경기도 시흥시 함송로13번길 16-8,126.7318066,37.36432255
239,강구미주구리,한식,시흥시,군자동,경기도 시흥시 도일로123번길 4,126.7838283,37.34178384
240,엔케이헤어샵,이/미용/건강,시흥시,군자동,경기도 시흥시 군자로 525,126.7856196,37.34337909
241,대림2차세탁소,세탁/가사서비스,시흥시,정왕2동,경기도 시흥시 정왕대로118번길 34,126.7260354,37.34911385
242,까망,한식,시흥시,정왕4동,경기도 시흥시 함송로 36,126.7313268,37.36265046
